contractor_id,company_name,trade_type,coverage_postcodes,city_region,phone,email,certifications,avg_response_days,emergency_callout,tier_approved,rating_out_of_5,active_on_network,notes
HS-1353,ProBuild Electrical Group,Electrical,"NG6, NG2, NG1, NG3",Nottingham,01131337131,claims@probuildelectri.co.uk,NICEIC Approved; NAPIT Registered,5,Yes (24/7),All tiers,4.3,Yes,
HS-1354,Prestige Electrical Contractors,Electrical,"NG1, NG7, NG2, NG6, NG10",Nottingham,01141648102,claims@prestigeelectri.co.uk,NICEIC Approved; NAPIT Registered,3,Yes (24/7),"Comprehensive,Landlord",4.5,Yes,
HS-1355,Swift Building Building Services,Building & Structural,"NG1, NG11, NG2, NG10",Nottingham,01175128885,claims@swiftbuildingbu.co.uk,RIBA Practice; RICS Accredited,3,Yes (8am-10pm),Comprehensive only,4.9,Yes,
HS-1356,Prestige Building & Sons,Building & Structural,"NG7, NG5, NG10, NG8, NG9, NG11",Nottingham,01316347057,claims@prestigebuildin.co.uk,RICS Accredited; Trustmark,2,Yes (Mon-Sat),"Standard,Comprehensive,Landlord",4.4,Yes,
HS-1357,Elite Building Services,Building & Structural,"NG11, NG10, NG9, NG1, NG8, NG6",Nottingham,01151865394,claims@elitebuildingse.co.uk,RICS Accredited; Trustmark,3,Yes (24/7),"Comprehensive,Landlord",4.6,Yes,
HS-1358,Crown Damp Building Services,Damp & Timber Treatment,"NG6, NG8, NG5",Nottingham,01614875305,claims@crowndampbuildi.co.uk,FMB Member; Trustmark,1,Yes (Mon-Sat),All tiers,4.8,Yes,
HS-1359,Shield Glazing & Sons,Glazing,"NG1, NG5, NG7, NG11, NG10, NG3",Nottingham,01214847012,claims@shieldglazingan.co.uk,Which? Trusted Trader; Trustmark,2,Yes (8am-10pm),"Comprehensive,Landlord",4.0,Yes,
HS-1360,FastFix Glazing Ltd,Glazing,"NG10, NG2, NG11, NG3, NG5, NG1",Nottingham,01413917965,claims@fastfixglazingl.co.uk,Trustmark; Which? Trusted Trader,2,Yes (8am-10pm),"Comprehensive,Landlord",4.9,Yes,
HS-1361,Swift Glazing Property Services,Glazing,"NG1, NG11, NG3",Nottingham,01132002213,claims@swiftglazingpro.co.uk,Which? Trusted Trader; FENSA Registered,5,Yes (24/7),Comprehensive only,4.0,Yes,
HS-1362,Premier Joinery Solutions,Joinery & Carpentry,"NG6, NG2, NG11, NG7, NG10",Nottingham,01216469567,claims@premierjoinerys.co.uk,FMB Member; Trustmark,1,Yes (8am-10pm),All tiers,4.6,Yes,
HS-1363,Reliable Joinery Solutions,Joinery & Carpentry,"NG5, NG2, NG1",Nottingham,01911356088,claims@reliablejoinery.co.uk,FMB Member; Trustmark,2,Yes (24/7),"Standard,Comprehensive,Landlord",4.7,Review pending,
HS-1364,Crown Plastering Group,Plastering & Rendering,"NG1, NG10, NG7, NG6",Nottingham,01914285156,claims@crownplastering.co.uk,Trustmark; FMB Member,1,No,"Standard,Comprehensive,Landlord",4.5,Yes,
HS-1365,National Flooring Solutions,Flooring,"NG9, NG1, NG5, NG2, NG8, NG6, NG7",Nottingham,01138826982,claims@nationalfloorin.co.uk,FMB Member; Trustmark,5,Yes (Mon-Sat),"Standard,Comprehensive,Landlord",4.0,Yes,
HS-1366,Premier Flooring Contractors,Flooring,"NG1, NG10, NG5, NG3, NG7, NG11, NG6",Nottingham,01211843824,claims@premierflooring.co.uk,FMB Member; Trustmark,1,No,"Standard,Comprehensive,Landlord",4.6,Yes,
HS-1367,National Flooring Property Services,Flooring,"NG2, NG5, NG9",Nottingham,01228210814,claims@nationalfloorin.co.uk,FMB Member; Trustmark,1,No,Comprehensive only,4.1,Yes,
HS-1368,ProBuild Kitchen Installation Solutions,Kitchen Installation,"NG7, NG6, NG10, NG1, NG9, NG11, NG5",Nottingham,01158198097,claims@probuildkitchen.co.uk,FMB Member; Trustmark,2,Yes (8am-10pm),"Comprehensive,Landlord",4.6,Yes,
HS-1369,SafeHome Kitchen Installation Group,Kitchen Installation,"NG2, NG11, NG5, NG10, NG1",Nottingham,01142622038,claims@safehomekitchen.co.uk,FMB Member; Trustmark,1,Yes (24/7),"Standard,Comprehensive,Landlord",4.9,Yes,
HS-1370,Quality Kitchen Installation Building Services,Kitchen Installation,"NG11, NG3, NG8, NG10, NG7, NG2",Nottingham,01135247325,claims@qualitykitcheni.co.uk,Trustmark; FMB Member,1,Yes (8am-10pm),"Comprehensive,Landlord",4.9,Yes,
HS-1371,Quality Bathroom Installation Ltd,Bathroom Installation,"NG7, NG2, NG10, NG9, NG8, NG6, NG5",Nottingham,01413222183,claims@qualitybathroom.co.uk,Trustmark; FMB Member,5,Yes (8am-10pm),"Standard,Comprehensive,Landlord",4.1,Yes,
HS-1372,Expert Painting Solutions,Painting & Decorating,"NG5, NG10, NG2, NG8, NG1",Nottingham,01216790928,claims@expertpaintings.co.uk,FMB Member; Trustmark,1,Yes (24/7),"Standard,Comprehensive,Landlord",4.1,Review pending,
HS-1373,TrustMark Painting Property Services,Painting & Decorating,"NG6, NG2, NG10",Nottingham,01134954345,claims@trustmarkpainti.co.uk,FMB Member; Trustmark,1,No,"Comprehensive,Landlord",4.3,Yes,
HS-1374,BritishHome Painting Specialists,Painting & Decorating,"NG3, NG8, NG7, NG11, NG2, NG9",Nottingham,01416889405,claims@britishhomepain.co.uk,Trustmark; FMB Member,2,Yes (Mon-Sat),"Standard,Comprehensive,Landlord",4.2,Yes,
HS-1375,Quality Drainage & Sons,Drainage,"NG10, NG6, NG9",Nottingham,01151699566,claims@qualitydrainage.co.uk,FMB Member; Trustmark,3,Yes (Mon-Sat),"Comprehensive,Landlord",4.0,Review pending,
HS-1376,Elite Locksmith Contractors,Locksmith,"NG3, NG11, NG7, NG6",Nottingham,01911548486,claims@elitelocksmithc.co.uk,Master Locksmiths Association; Trustmark,1,Yes (8am-10pm),Comprehensive only,5.0,Yes,
HS-1377,Apex Locksmith Specialists,Locksmith,"NG7, NG6, NG2, NG10, NG1, NG11, NG3",Nottingham,01156645292,claims@apexlocksmithsp.co.uk,Master Locksmiths Association; Trustmark,5,Yes (8am-10pm),Comprehensive only,4.3,Yes,
HS-1378,Reliable Fire Restoration Solutions,Fire Restoration,"NG10, NG8, NG1, NG11",Nottingham,01418632787,claims@reliablefireres.co.uk,BDMA Member; Trustmark,1,Yes (24/7),Comprehensive only,4.2,Yes,
HS-1379,Crown Fire Restoration Services,Fire Restoration,"NG3, NG2, NG7, NG8, NG6, NG5",Nottingham,01227766301,claims@crownfirerestor.co.uk,BDMA Member; Trustmark,5,Yes (Mon-Sat),"Comprehensive,Landlord",3.9,Yes,
HS-1380,Premier Flood Remediation Group,Flood Remediation,"NG10, NG8, NG5, NG7",Nottingham,01316250447,claims@premierfloodrem.co.uk,Trustmark; PCA Registered,2,Yes (8am-10pm),Comprehensive only,4.0,Yes,
HS-1381,Metro Flood Remediation Services,Flood Remediation,"NG8, NG3, NG7, NG5, NG9",Nottingham,01138535474,claims@metrofloodremed.co.uk,PCA Registered; Trustmark,2,Yes (8am-10pm),All tiers,4.9,Yes,
HS-1382,City Subsidence Specialist Solutions,Subsidence Specialist,"NG5, NG9, NG3, NG7, NG6, NG10",Nottingham,01177416044,claims@citysubsidences.co.uk,RICS Accredited; PCA Registered,1,Yes (24/7),"Standard,Comprehensive,Landlord",4.6,Yes,HomeShield-approved specialist; must be pre-authorised before work commences
HS-1383,Prestige Subsidence Specialist Group,Subsidence Specialist,"NG11, NG7, NG2, NG1",Nottingham,01317642488,claims@prestigesubside.co.uk,RICS Accredited; PCA Registered,1,Yes (Mon-Sat),"Comprehensive,Landlord",3.9,Review pending,HomeShield-approved specialist; must be pre-authorised before work commences
HS-1384,Swift Subsidence Specialist Contractors,Subsidence Specialist,"NG2, NG7, NG8, NG6, NG9, NG11",Nottingham,01131782829,claims@swiftsubsidence.co.uk,Helifix Approved Installer; RICS Accredited,2,Yes (24/7),All tiers,4.2,Yes,HomeShield-approved specialist; must be pre-authorised before work commences
HS-1385,FastFix Environmental (Oil/Contamination) Ltd,Environmental (Oil/Contamination),"NG1, NG7, NG8, NG10",Nottingham,01143299394,claims@fastfixenvironm.co.uk,ISO 14001 Certified; Environment Agency Licensed,1,Yes (24/7),Comprehensive only,4.0,Yes,Environment Agency licensed; required for all oil escape clean-up claims
HS-1386,TrustMark Environmental (Oil/Contamination) Specialists,Environmental (Oil/Contamination),"NG7, NG6, NG9",Nottingham,01179289576,claims@trustmarkenviro.co.uk,ISO 14001 Certified; Environment Agency Licensed,2,Yes (8am-10pm),"Comprehensive,Landlord",4.7,Yes,Environment Agency licensed; required for all oil escape clean-up claims
HS-1387,Metro Environmental (Oil/Contamination) Contractors,Environmental (Oil/Contamination),"NG3, NG5, NG9, NG1, NG2",Nottingham,01219842073,claims@metroenvironmen.co.uk,ISO 14001 Certified; Environment Agency Licensed,3,Yes (Mon-Sat),"Comprehensive,Landlord",5.0,Yes,Environment Agency licensed; required for all oil escape clean-up claims
HS-1388,Shield Scaffolding Solutions,Scaffolding,"NG2, NG5, NG10, NG7",Nottingham,01224424727,claims@shieldscaffoldi.co.uk,Trustmark; FMB Member,2,Yes (Mon-Sat),"Comprehensive,Landlord",4.4,Yes,
